1	3.000000
2	16.000000
4	72.000000
8	304.000000
16	1248.000000
32	5056.000000
64	20352.000000
128	81664.000000
256	327168.000000
512	1309696.000000
1024	5240832.000000
2048	20967424.000000
4096	83877888.000000
8192	335527936.000000
16384	1342144512.000000
32768	5368643584.000000
65536	21474705408.000000
