1	3.000000
2	10.500000
4	43.000000
8	195.200000
16	835.200000
32	3406.000000
64	14317.400000
128	60139.800000
256	245165.600000
512	995395.000000
1024	4050833.400000
2048	16296821.400000
4096	65607607.800000
8192	263286136.800000
16384	1055996106.400000
32768	4229563719.600000
65536	16952445742.200000
